label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30
0,-0.4702805839599953,-0.1603447502704821,-0.447715621266771,-0.49156623547044637,0.23390847784646912,0.02762620007627031,-0.10975083807943077,-0.27598867837704394,0.41358505603782614,0.13205980843100243,-0.03271417125830425,-0.3133398544767847,-0.18253500281496843,-0.2208585845075056,-0.029301710102880463,-0.3555994567766826,-0.161787139236078,-0.23112984933007585,-0.329322092563537,-0.07894870131247518,-0.26880299381853523,-0.1687568699864043,-0.3336417990048725,-0.3559860173926914,0.4481085124138647,-0.1046486040867346,-0.024390657162289123,-0.19938774369112391,0.18304335498504246,0.19678479412016736
1,1.3656758170625358,0.4697360363291995,1.3017404539571236,1.3500762172128336,-0.4458350445686603,-0.027284774345967232,0.2408521105856044,0.7883662716249612,-0.8375876294526775,-1.1596585160649415,1.3833765930257795,-0.7601824507735355,1.2958107041125488,1.2247019005576243,-0.8649336853083154,-0.5002261076996138,-0.30489955449584855,0.3085534726023482,-0.8083714537257041,-0.7924594209727609,1.7774427473346823,0.14688235618729212,1.7450699675260932,1.73075396349085,-0.5723698425992692,-0.13134298394100105,-0.016721367684880032,0.9781148158066081,-0.5653305779211655,-0.9996982423442321
1,0.37817531079384825,0.044257128772956934,0.40046809339717804,0.2671415794754505,0.9129409714724617,0.34005070972003565,0.7250479538224688,0.8234152481867706,0.43547145869946724,-0.6851786490625936,0.24927792898874274,-0.7812103376580884,0.11273846223545908,0.17526367736709367,-0.26676906694683233,-0.5940379893793531,-0.12468392046502638,-0.14037229368978835,-0.7950645270267551,-0.5041073663642874,0.6188000627585433,0.05251598959927996,0.5249241918958916,0.4837331854188742,0.973676763922774,-0.09447931652320461,0.5124596062563505,0.5597515033235638,-0.10305207940890727,-0.20794870872827134
0,-0.49014409989068736,-0.37424671472498716,-0.4320771054214388,-0.5316328279451172,0.6427500316003382,0.5161445242465214,-0.14286682321272914,-0.5393714287165232,-0.0022565945333614295,1.1645846533405901,-0.8238787082685615,0.4407636751761495,-0.3274514605365349,-0.5475165651654714,0.9855132075738674,0.41723175896593145,0.5537749370627747,-0.02044266659369421,0.16061475407958878,0.8352369082522659,-0.7012249957407015,-0.4502289634299587,-0.5252939647380065,-0.6406931555975749,0.5532221627156461,0.054882094566143125,-0.15285125590889212,-0.6223150195830742,-0.557248785989133,0.5339704346601123
0,-0.7341815813249035,-1.1275536330212863,-0.7127473108560883,-0.7160528174207305,0.24741802484007494,0.14502207642726087,-0.2688079181893644,-0.5922026066221917,0.023277541905219492,0.7113501535174527,-0.45714473646389814,0.9990903269384183,-0.6123384217912189,-0.4281523097837248,1.7015788698662886,0.8734478740394253,0.7830198244696295,0.5095166315201277,-0.2591582972418054,0.6489229332562274,-0.8295032929616315,-0.9757520049459592,-0.8475910074227646,-0.7425624585950038,0.09334994264535056,-0.2698995269940981,-0.44332559486576323,-0.6910787349439237,-0.9241621397034075,-0.14427654343747737
1,1.8367249091332314,2.3344031612478164,1.9807812735570829,1.7336925281405342,1.5244257301304232,3.2692671728649145,3.294045588405624,2.6565282649819917,2.135315398753621,1.042777881513122,1.156917463927128,0.6854847725394816,1.4372649939022013,1.0086152282919578,-0.1728478963577798,2.0159425759248215,1.301139772308243,0.7850306397138574,0.32634647751195467,0.903262294660556,1.9595151691966468,2.23595847168743,2.3015754798257215,1.6517174353031896,1.4291692485638303,3.901415115471384,3.194793600980196,2.2879723141626127,1.917395903599213,2.217683953349719
1,2.236832872880027,0.6069122961424145,2.2729745959303984,2.3503202279280235,0.706742622622684,1.7241859615357473,1.9568622493110717,2.6075627830206405,0.04516394456686158,-0.19795156175271905,2.1738199226185255,-0.9371067404228779,2.3220961982157937,1.9753997497816842,-1.0201367544377427,0.15254823565523845,0.12808175741276284,0.4722412068821526,-0.648688333338315,0.00041424949719632106,2.356764089622752,0.019975863189620614,2.611075871692895,2.3648025562851926,-0.13001656424593716,0.8531711683032519,0.9750136278625892,1.9563243064487807,-0.25822248450393087,0.09933869767512613
1,0.9769184338475637,-0.9857273305025384,0.9478161479838118,0.8530799743887237,0.15000708072828364,0.21508090586252937,0.12482072328143362,0.7888816977508702,-0.2648934264730594,-0.18520434144519332,0.703638602021069,-0.7148637290395852,0.8848019110524064,0.4564181573546699,-0.4709310441492761,0.27092989587014754,0.07209565051715824,0.2826227424194088,-0.15633204547719876,-0.01999336642529059,0.7739754222999905,-1.0017841060736867,0.8225207225374042,0.6084352632260718,-0.30082624598633234,0.17119332107401797,-0.11162882496781802,0.47151487741804904,-0.2339771087078334,-0.2633158089811358
0,-0.22340545739282366,-0.7974006009284639,-0.22548408030678468,-0.3833011877197397,0.8133969409932587,0.9308170552282463,0.35249312107286074,0.5399308789368419,0.47559653024581056,0.8813130909511285,-0.42973885459845623,-0.3640968228188092,-0.6583357957437981,-0.6018130128253082,-0.08225726373287823,0.57358489509883,0.2619183679797705,0.3296221908759864,0.09649956180283416,0.3053947318943631,-0.15293872536092154,-0.4046727864564353,-0.31548841063574024,-0.466637156855416,0.9298794096303649,1.429007076588141,1.0239053482810723,0.8548878037661478,1.0122352072115752,0.9774609076855557
0,-0.06449732994728762,-0.6206989781182205,-0.12342218742145732,-0.1576779648481884,-1.9965888336768172,-0.968534615218184,-0.834915648896092,-0.9156325006300651,0.005038873020518255,-1.0534316801688932,-0.9003266945247942,-1.1613437755624643,-0.7290629406386241,-0.5782918796285368,-1.2432827980358458,-0.6884082751167099,-0.728472550216086,-1.1286572477870622,-0.8930518963553802,-0.6424256520611438,-0.23362991232247385,-0.6308266650035687,-0.18037958572449334,-0.2839749583772675,-1.6874504828840065,-0.34108453993880833,-0.6412891295013866,-0.7969626860305415,-0.35843670446113335,-0.3856771005399656
